,threads,keys,operations,searc,insert,time
115,4.0,1000.0,1000.0,0.1,0.7,0.042422
116,4.0,1000.0,1000.0,0.1,0.8,0.045697
117,4.0,1000.0,1000.0,0.1,0.9,0.042982
118,4.0,1000.0,1000.0,0.2,0.0,0.0317
119,4.0,1000.0,1000.0,0.2,0.1,0.03827
120,4.0,1000.0,1000.0,0.2,0.2,0.035087
121,4.0,1000.0,1000.0,0.2,0.3,0.033347
122,4.0,1000.0,1000.0,0.2,0.4,0.044615
123,4.0,1000.0,1000.0,0.2,0.5,0.039593
124,4.0,1000.0,1000.0,0.2,0.6,0.040906
125,4.0,1000.0,1000.0,0.2,0.7,0.043891
126,4.0,1000.0,1000.0,0.2,0.8,0.043502
127,4.0,1000.0,1000.0,0.3,0.0,0.033035
128,4.0,1000.0,1000.0,0.3,0.1,0.039489
129,4.0,1000.0,1000.0,0.3,0.2,0.037894
130,4.0,1000.0,1000.0,0.3,0.3,0.038118
131,4.0,1000.0,1000.0,0.3,0.4,0.039688
132,4.0,1000.0,1000.0,0.3,0.5,0.043506
133,4.0,1000.0,1000.0,0.3,0.6,0.040663
134,4.0,1000.0,1000.0,0.3,0.7,0.039436
135,4.0,1000.0,1000.0,0.4,0.0,0.032713
136,4.0,1000.0,1000.0,0.4,0.1,0.033722
137,4.0,1000.0,1000.0,0.4,0.2,0.037622
138,4.0,1000.0,1000.0,0.4,0.3,0.035358
139,4.0,1000.0,1000.0,0.4,0.4,0.036449
140,4.0,1000.0,1000.0,0.4,0.5,0.032524
141,4.0,1000.0,1000.0,0.4,0.6,0.034449
142,4.0,1000.0,1000.0,0.5,0.0,0.0258
143,4.0,1000.0,1000.0,0.5,0.1,0.025584
144,4.0,1000.0,1000.0,0.5,0.2,0.028484
145,4.0,1000.0,1000.0,0.5,0.3,0.032064
146,4.0,1000.0,1000.0,0.5,0.4,0.029995
147,4.0,1000.0,1000.0,0.5,0.5,0.036803
148,4.0,1000.0,1000.0,0.6,0.0,0.025586
149,4.0,1000.0,1000.0,0.6,0.1,0.025017
150,4.0,1000.0,1000.0,0.6,0.2,0.027911
151,4.0,1000.0,1000.0,0.6,0.3,0.032029
152,4.0,1000.0,1000.0,0.6,0.4,0.02806
153,4.0,1000.0,1000.0,0.7,0.0,0.018412
154,4.0,1000.0,1000.0,0.7,0.15,0.020279
155,4.0,1000.0,1000.0,0.7,0.3,0.023991
156,4.0,1000.0,1000.0,0.8,0.0,0.017737
157,4.0,1000.0,1000.0,0.8,0.1,0.017205
158,4.0,1000.0,1000.0,0.8,0.2,0.016525
159,4.0,1000.0,1000.0,0.9,0.0,0.008785
160,4.0,1000.0,1000.0,0.9,0.1,0.010176
161,4.0,1000.0,1000.0,1.0,0.0,0.001069
162,6.0,1000.0,1000.0,0.1,0.0,0.042736
163,6.0,1000.0,1000.0,0.1,0.1,0.042373
164,6.0,1000.0,1000.0,0.1,0.2,0.044009
165,6.0,1000.0,1000.0,0.1,0.3,0.045624
166,6.0,1000.0,1000.0,0.1,0.4,0.046116
167,6.0,1000.0,1000.0,0.1,0.5,0.050115
168,6.0,1000.0,1000.0,0.1,0.6,0.047119
169,6.0,1000.0,1000.0,0.1,0.7,0.044398
170,6.0,1000.0,1000.0,0.1,0.8,0.049545
171,6.0,1000.0,1000.0,0.1,0.9,0.052556
172,6.0,1000.0,1000.0,0.2,0.0,0.046904
173,6.0,1000.0,1000.0,0.2,0.1,0.048031
174,6.0,1000.0,1000.0,0.2,0.2,0.045712
175,6.0,1000.0,1000.0,0.2,0.3,0.047842
176,6.0,1000.0,1000.0,0.2,0.4,0.047757
177,6.0,1000.0,1000.0,0.2,0.5,0.047205
178,6.0,1000.0,1000.0,0.2,0.6,0.04843
179,6.0,1000.0,1000.0,0.2,0.7,0.053349
180,6.0,1000.0,1000.0,0.2,0.8,0.053289
181,6.0,1000.0,1000.0,0.3,0.0,0.046475
182,6.0,1000.0,1000.0,0.3,0.1,0.048441
183,6.0,1000.0,1000.0,0.3,0.2,0.047561
184,6.0,1000.0,1000.0,0.3,0.3,0.045494
185,6.0,1000.0,1000.0,0.3,0.4,0.047636
186,6.0,1000.0,1000.0,0.3,0.5,0.052586
187,6.0,1000.0,1000.0,0.3,0.6,0.049681
188,6.0,1000.0,1000.0,0.3,0.7,0.048597
189,6.0,1000.0,1000.0,0.4,0.0,0.041639
190,6.0,1000.0,1000.0,0.4,0.1,0.045313
191,6.0,1000.0,1000.0,0.4,0.2,0.043704
192,6.0,1000.0,1000.0,0.4,0.3,0.042179
193,6.0,1000.0,1000.0,0.4,0.4,0.047152
194,6.0,1000.0,1000.0,0.4,0.5,0.048195
195,6.0,1000.0,1000.0,0.4,0.6,0.043784
196,6.0,1000.0,1000.0,0.5,0.0,0.040376
197,6.0,1000.0,1000.0,0.5,0.1,0.041777
198,6.0,1000.0,1000.0,0.5,0.2,0.040491
199,6.0,1000.0,1000.0,0.5,0.3,0.043198
200,6.0,1000.0,1000.0,0.5,0.4,0.04159
201,6.0,1000.0,1000.0,0.5,0.5,0.044362
202,6.0,1000.0,1000.0,0.6,0.0,0.034917
203,6.0,1000.0,1000.0,0.6,0.1,0.035162
204,6.0,1000.0,1000.0,0.6,0.2,0.038477
205,6.0,1000.0,1000.0,0.6,0.3,0.03694
206,6.0,1000.0,1000.0,0.6,0.4,0.037447
207,6.0,1000.0,1000.0,0.7,0.0,0.029821
208,6.0,1000.0,1000.0,0.7,0.15,0.03039
209,6.0,1000.0,1000.0,0.7,0.3,0.028376
210,6.0,1000.0,1000.0,0.8,0.0,0.022611
211,6.0,1000.0,1000.0,0.8,0.1,0.020626
212,6.0,1000.0,1000.0,0.8,0.2,0.021362
213,6.0,1000.0,1000.0,0.9,0.0,0.012929
214,6.0,1000.0,1000.0,0.9,0.1,0.015114
215,6.0,1000.0,1000.0,1.0,0.0,0.00098
216,8.0,1000.0,1000.0,0.1,0.0,0.045087
217,8.0,1000.0,1000.0,0.1,0.1,0.051144
218,8.0,1000.0,1000.0,0.1,0.2,0.050345
219,8.0,1000.0,1000.0,0.1,0.3,0.049352
220,8.0,1000.0,1000.0,0.1,0.4,0.050415
221,8.0,1000.0,1000.0,0.1,0.5,0.057217
222,8.0,1000.0,1000.0,0.1,0.6,0.056689
223,8.0,1000.0,1000.0,0.1,0.7,0.050041
224,8.0,1000.0,1000.0,0.1,0.8,0.06026
225,8.0,1000.0,1000.0,0.1,0.9,0.055071
226,8.0,1000.0,1000.0,0.2,0.0,0.045133
227,8.0,1000.0,1000.0,0.2,0.1,0.052306
228,8.0,1000.0,1000.0,0.2,0.2,0.049832
229,8.0,1000.0,1000.0,0.2,0.3,0.053973
230,8.0,1000.0,1000.0,0.2,0.4,0.057119
231,8.0,1000.0,1000.0,0.2,0.5,0.057262
232,8.0,1000.0,1000.0,0.2,0.6,0.053684
233,8.0,1000.0,1000.0,0.2,0.7,0.062321
234,8.0,1000.0,1000.0,0.2,0.8,0.057416
235,8.0,1000.0,1000.0,0.3,0.0,0.050091
236,8.0,1000.0,1000.0,0.3,0.1,0.054767
237,8.0,1000.0,1000.0,0.3,0.2,0.054056
238,8.0,1000.0,1000.0,0.3,0.3,0.051645
239,8.0,1000.0,1000.0,0.3,0.4,0.053107
240,8.0,1000.0,1000.0,0.3,0.5,0.054521
241,8.0,1000.0,1000.0,0.3,0.6,0.056516
242,8.0,1000.0,1000.0,0.3,0.7,0.057603
243,8.0,1000.0,1000.0,0.4,0.0,0.047363
244,8.0,1000.0,1000.0,0.4,0.1,0.050017
245,8.0,1000.0,1000.0,0.4,0.2,0.050382
246,8.0,1000.0,1000.0,0.4,0.3,0.046398
247,8.0,1000.0,1000.0,0.4,0.4,0.048594
248,8.0,1000.0,1000.0,0.4,0.5,0.053301
249,8.0,1000.0,1000.0,0.4,0.6,0.050391
250,8.0,1000.0,1000.0,0.5,0.0,0.04441
251,8.0,1000.0,1000.0,0.5,0.1,0.049687
252,8.0,1000.0,1000.0,0.5,0.2,0.047306
253,8.0,1000.0,1000.0,0.5,0.3,0.043773
254,8.0,1000.0,1000.0,0.5,0.4,0.047507
255,8.0,1000.0,1000.0,0.5,0.5,0.047564
256,8.0,1000.0,1000.0,0.6,0.0,0.038689
257,8.0,1000.0,1000.0,0.6,0.1,0.03692
258,8.0,1000.0,1000.0,0.6,0.2,0.037713
259,8.0,1000.0,1000.0,0.6,0.3,0.039833
260,8.0,1000.0,1000.0,0.6,0.4,0.040457
261,8.0,1000.0,1000.0,0.7,0.0,0.031772
262,8.0,1000.0,1000.0,0.7,0.15,0.032986
263,8.0,1000.0,1000.0,0.7,0.3,0.035108
264,8.0,1000.0,1000.0,0.8,0.0,0.02439
265,8.0,1000.0,1000.0,0.8,0.1,0.024691
266,8.0,1000.0,1000.0,0.8,0.2,0.024893
267,8.0,1000.0,1000.0,0.9,0.0,0.016428
268,8.0,1000.0,1000.0,0.9,0.1,0.01655
269,8.0,1000.0,1000.0,1.0,0.0,0.001156
270,12.0,1000.0,1000.0,0.1,0.0,0.051491
271,12.0,1000.0,1000.0,0.1,0.1,0.054276
272,12.0,1000.0,1000.0,0.1,0.2,0.055516
273,12.0,1000.0,1000.0,0.1,0.3,0.051197
274,12.0,1000.0,1000.0,0.1,0.4,0.054981
275,12.0,1000.0,1000.0,0.1,0.5,0.059568
276,12.0,1000.0,1000.0,0.1,0.6,0.060312
277,12.0,1000.0,1000.0,0.1,0.7,0.062954
278,12.0,1000.0,1000.0,0.1,0.8,0.060756
279,12.0,1000.0,1000.0,0.1,0.9,0.058087
280,12.0,1000.0,1000.0,0.2,0.0,0.05305
281,12.0,1000.0,1000.0,0.2,0.1,0.051369
282,12.0,1000.0,1000.0,0.2,0.2,0.059461
283,12.0,1000.0,1000.0,0.2,0.3,0.05623
284,12.0,1000.0,1000.0,0.2,0.4,0.058274
285,12.0,1000.0,1000.0,0.2,0.5,0.062466
286,12.0,1000.0,1000.0,0.2,0.6,0.059179
287,12.0,1000.0,1000.0,0.2,0.7,0.057952
288,12.0,1000.0,1000.0,0.2,0.8,0.059082
289,12.0,1000.0,1000.0,0.3,0.0,0.055282
290,12.0,1000.0,1000.0,0.3,0.1,0.059719
291,12.0,1000.0,1000.0,0.3,0.2,0.058385
292,12.0,1000.0,1000.0,0.3,0.3,0.058966
293,12.0,1000.0,1000.0,0.3,0.4,0.059142
294,12.0,1000.0,1000.0,0.3,0.5,0.060332
295,12.0,1000.0,1000.0,0.3,0.6,0.06227
296,12.0,1000.0,1000.0,0.3,0.7,0.061935
297,12.0,1000.0,1000.0,0.4,0.0,0.051428
298,12.0,1000.0,1000.0,0.4,0.1,0.053124
299,12.0,1000.0,1000.0,0.4,0.2,0.056156
300,12.0,1000.0,1000.0,0.4,0.3,0.058585
301,12.0,1000.0,1000.0,0.4,0.4,0.060269
302,12.0,1000.0,1000.0,0.4,0.5,0.055908
303,12.0,1000.0,1000.0,0.4,0.6,0.0558
304,12.0,1000.0,1000.0,0.5,0.0,0.046975
305,12.0,1000.0,1000.0,0.5,0.1,0.047694
306,12.0,1000.0,1000.0,0.5,0.2,0.047619
307,12.0,1000.0,1000.0,0.5,0.3,0.051477
308,12.0,1000.0,1000.0,0.5,0.4,0.050763
309,12.0,1000.0,1000.0,0.5,0.5,0.05103
310,12.0,1000.0,1000.0,0.6,0.0,0.04169
311,12.0,1000.0,1000.0,0.6,0.1,0.045973
312,12.0,1000.0,1000.0,0.6,0.2,0.046766
313,12.0,1000.0,1000.0,0.6,0.3,0.046532
314,12.0,1000.0,1000.0,0.6,0.4,0.043692
315,12.0,1000.0,1000.0,0.7,0.0,0.035184
316,12.0,1000.0,1000.0,0.7,0.15,0.038754
317,12.0,1000.0,1000.0,0.7,0.3,0.038697
318,12.0,1000.0,1000.0,0.8,0.0,0.026892
319,12.0,1000.0,1000.0,0.8,0.1,0.027983
320,12.0,1000.0,1000.0,0.8,0.2,0.027202
321,12.0,1000.0,1000.0,0.9,0.0,0.019685
322,12.0,1000.0,1000.0,0.9,0.1,0.018913
323,12.0,1000.0,1000.0,1.0,0.0,0.001312
324,16.0,1000.0,1000.0,0.1,0.0,0.05088
325,16.0,1000.0,1000.0,0.1,0.1,0.05988
326,16.0,1000.0,1000.0,0.1,0.2,0.0546
327,16.0,1000.0,1000.0,0.1,0.3,0.057201
328,16.0,1000.0,1000.0,0.1,0.4,0.056511
329,16.0,1000.0,1000.0,0.1,0.5,0.064867
330,16.0,1000.0,1000.0,0.1,0.6,0.058673
331,16.0,1000.0,1000.0,0.1,0.7,0.062252
332,16.0,1000.0,1000.0,0.1,0.8,0.065769
333,16.0,1000.0,1000.0,0.1,0.9,0.060002
334,16.0,1000.0,1000.0,0.2,0.0,0.054177
335,16.0,1000.0,1000.0,0.2,0.1,0.06002
336,16.0,1000.0,1000.0,0.2,0.2,0.064335
337,16.0,1000.0,1000.0,0.2,0.3,0.063433
338,16.0,1000.0,1000.0,0.2,0.4,0.0648
339,16.0,1000.0,1000.0,0.2,0.5,0.06534
340,16.0,1000.0,1000.0,0.2,0.6,0.060317
341,16.0,1000.0,1000.0,0.2,0.7,0.065535
342,16.0,1000.0,1000.0,0.2,0.8,0.060742
343,16.0,1000.0,1000.0,0.3,0.0,0.053083
344,16.0,1000.0,1000.0,0.3,0.1,0.056692
345,16.0,1000.0,1000.0,0.3,0.2,0.060919
346,16.0,1000.0,1000.0,0.3,0.3,0.058628
347,16.0,1000.0,1000.0,0.3,0.4,0.061961
348,16.0,1000.0,1000.0,0.3,0.5,0.058794
349,16.0,1000.0,1000.0,0.3,0.6,0.064288
350,16.0,1000.0,1000.0,0.3,0.7,0.063909
351,16.0,1000.0,1000.0,0.4,0.0,0.050611
352,16.0,1000.0,1000.0,0.4,0.1,0.054762
353,16.0,1000.0,1000.0,0.4,0.2,0.058452
354,16.0,1000.0,1000.0,0.4,0.3,0.058371
355,16.0,1000.0,1000.0,0.4,0.4,0.061293
356,16.0,1000.0,1000.0,0.4,0.5,0.061845
357,16.0,1000.0,1000.0,0.4,0.6,0.058218
358,16.0,1000.0,1000.0,0.5,0.0,0.052115
359,16.0,1000.0,1000.0,0.5,0.1,0.05173
360,16.0,1000.0,1000.0,0.5,0.2,0.055629
361,16.0,1000.0,1000.0,0.5,0.3,0.058773
362,16.0,1000.0,1000.0,0.5,0.4,0.053732
363,16.0,1000.0,1000.0,0.5,0.5,0.056804
364,16.0,1000.0,1000.0,0.6,0.0,0.046713
365,16.0,1000.0,1000.0,0.6,0.1,0.047367
366,16.0,1000.0,1000.0,0.6,0.2,0.04924
367,16.0,1000.0,1000.0,0.6,0.3,0.048177
368,16.0,1000.0,1000.0,0.6,0.4,0.046848
369,16.0,1000.0,1000.0,0.7,0.0,0.034767
370,16.0,1000.0,1000.0,0.7,0.15,0.043146
371,16.0,1000.0,1000.0,0.7,0.3,0.043138
372,16.0,1000.0,1000.0,0.8,0.0,0.028921
373,16.0,1000.0,1000.0,0.8,0.1,0.030182
374,16.0,1000.0,1000.0,0.8,0.2,0.032164
375,16.0,1000.0,1000.0,0.9,0.0,0.01946
376,16.0,1000.0,1000.0,0.9,0.1,0.018581
377,16.0,1000.0,1000.0,1.0,0.0,0.001475
378,32.0,1000.0,1000.0,0.1,0.0,0.065401
379,32.0,1000.0,1000.0,0.1,0.1,0.067178
380,32.0,1000.0,1000.0,0.1,0.2,0.06458
381,32.0,1000.0,1000.0,0.1,0.3,0.064664
382,32.0,1000.0,1000.0,0.1,0.4,0.067147
383,32.0,1000.0,1000.0,0.1,0.5,0.069997
384,32.0,1000.0,1000.0,0.1,0.6,0.068182
385,32.0,1000.0,1000.0,0.1,0.7,0.067394
386,32.0,1000.0,1000.0,0.1,0.8,0.07314
387,32.0,1000.0,1000.0,0.1,0.9,0.071883
388,32.0,1000.0,1000.0,0.2,0.0,0.057704
389,32.0,1000.0,1000.0,0.2,0.1,0.069887
390,32.0,1000.0,1000.0,0.2,0.2,0.070315
391,32.0,1000.0,1000.0,0.2,0.3,0.07048
392,32.0,1000.0,1000.0,0.2,0.4,0.066423
393,32.0,1000.0,1000.0,0.2,0.5,0.060817
394,32.0,1000.0,1000.0,0.2,0.6,0.070577
395,32.0,1000.0,1000.0,0.2,0.7,0.072842
396,32.0,1000.0,1000.0,0.2,0.8,0.069072
397,32.0,1000.0,1000.0,0.3,0.0,0.06358
398,32.0,1000.0,1000.0,0.3,0.1,0.067352
399,32.0,1000.0,1000.0,0.3,0.2,0.071069
400,32.0,1000.0,1000.0,0.3,0.3,0.07262
401,32.0,1000.0,1000.0,0.3,0.4,0.072473
402,32.0,1000.0,1000.0,0.3,0.5,0.073733
403,32.0,1000.0,1000.0,0.3,0.6,0.07578
404,32.0,1000.0,1000.0,0.3,0.7,0.076064
405,32.0,1000.0,1000.0,0.4,0.0,0.059405
406,32.0,1000.0,1000.0,0.4,0.1,0.066076
407,32.0,1000.0,1000.0,0.4,0.2,0.063378
408,32.0,1000.0,1000.0,0.4,0.3,0.062244
409,32.0,1000.0,1000.0,0.4,0.4,0.063706
410,32.0,1000.0,1000.0,0.4,0.5,0.07148
411,32.0,1000.0,1000.0,0.4,0.6,0.070868
412,32.0,1000.0,1000.0,0.5,0.0,0.046003
413,32.0,1000.0,1000.0,0.5,0.1,0.053724
414,32.0,1000.0,1000.0,0.5,0.2,0.066407
415,32.0,1000.0,1000.0,0.5,0.3,0.060552
416,32.0,1000.0,1000.0,0.5,0.4,0.058024
417,32.0,1000.0,1000.0,0.5,0.5,0.067287
418,32.0,1000.0,1000.0,0.6,0.0,0.048044
419,32.0,1000.0,1000.0,0.6,0.1,0.051243
420,32.0,1000.0,1000.0,0.6,0.2,0.056325
421,32.0,1000.0,1000.0,0.6,0.3,0.052817
422,32.0,1000.0,1000.0,0.6,0.4,0.053189
423,32.0,1000.0,1000.0,0.7,0.0,0.044219
424,32.0,1000.0,1000.0,0.7,0.15,0.046902
425,32.0,1000.0,1000.0,0.7,0.3,0.045781
426,32.0,1000.0,1000.0,0.8,0.0,0.034863
427,32.0,1000.0,1000.0,0.8,0.1,0.031622
428,32.0,1000.0,1000.0,0.8,0.2,0.034522
429,32.0,1000.0,1000.0,0.9,0.0,0.018125
430,32.0,1000.0,1000.0,0.9,0.1,0.025663
431,32.0,1000.0,1000.0,1.0,0.0,0.002139
432,1.0,10000.0,10000.0,0.1,0.0,0.250759
433,1.0,10000.0,10000.0,0.1,0.1,0.269164
434,1.0,10000.0,10000.0,0.1,0.2,0.28995
435,1.0,10000.0,10000.0,0.1,0.3,0.318755
436,1.0,10000.0,10000.0,0.1,0.4,0.33738
437,1.0,10000.0,10000.0,0.1,0.5,0.378311
438,1.0,10000.0,10000.0,0.1,0.6,0.371318
439,1.0,10000.0,10000.0,0.1,0.7,0.395169
440,1.0,10000.0,10000.0,0.1,0.8,0.420433
441,1.0,10000.0,10000.0,0.1,0.9,0.446129
442,1.0,10000.0,10000.0,0.2,0.0,0.267122
443,1.0,10000.0,10000.0,0.2,0.1,0.288257
444,1.0,10000.0,10000.0,0.2,0.2,0.320381
445,1.0,10000.0,10000.0,0.2,0.3,0.342764
446,1.0,10000.0,10000.0,0.2,0.4,0.347357
447,1.0,10000.0,10000.0,0.2,0.5,0.367626
448,1.0,10000.0,10000.0,0.2,0.6,0.407686
449,1.0,10000.0,10000.0,0.2,0.7,0.407185
450,1.0,10000.0,10000.0,0.2,0.8,0.437265
451,1.0,10000.0,10000.0,0.3,0.0,0.280676
452,1.0,10000.0,10000.0,0.3,0.1,0.29845
453,1.0,10000.0,10000.0,0.3,0.2,0.321776
454,1.0,10000.0,10000.0,0.3,0.3,0.335279
455,1.0,10000.0,10000.0,0.3,0.4,0.3548
456,1.0,10000.0,10000.0,0.3,0.5,0.391108
457,1.0,10000.0,10000.0,0.3,0.6,0.406449
458,1.0,10000.0,10000.0,0.3,0.7,0.42624
459,1.0,10000.0,10000.0,0.4,0.0,0.298042
460,1.0,10000.0,10000.0,0.4,0.1,0.318454
461,1.0,10000.0,10000.0,0.4,0.2,0.344174
462,1.0,10000.0,10000.0,0.4,0.3,0.352633
463,1.0,10000.0,10000.0,0.4,0.4,0.381071
464,1.0,10000.0,10000.0,0.4,0.5,0.395646
465,1.0,10000.0,10000.0,0.4,0.6,0.423478
466,1.0,10000.0,10000.0,0.5,0.0,0.299421
467,1.0,10000.0,10000.0,0.5,0.1,0.323006
468,1.0,10000.0,10000.0,0.5,0.2,0.343604
469,1.0,10000.0,10000.0,0.5,0.3,0.374916
470,1.0,10000.0,10000.0,0.5,0.4,0.382959
471,1.0,10000.0,10000.0,0.5,0.5,0.406984
472,1.0,10000.0,10000.0,0.6,0.0,0.314374
473,1.0,10000.0,10000.0,0.6,0.1,0.338864
474,1.0,10000.0,10000.0,0.6,0.2,0.366098
475,1.0,10000.0,10000.0,0.6,0.3,0.371678
476,1.0,10000.0,10000.0,0.6,0.4,0.430849
477,1.0,10000.0,10000.0,0.7,0.0,0.339514
478,1.0,10000.0,10000.0,0.7,0.15,0.37235
479,1.0,10000.0,10000.0,0.7,0.3,0.41275
