,threads,keys,operations,searc,insert,time
340,16.0,1000.0,1000.0,0.2,0.6,0.012107
341,16.0,1000.0,1000.0,0.2,0.7,0.012987
342,16.0,1000.0,1000.0,0.2,0.8,0.013068
343,16.0,1000.0,1000.0,0.3,0.0,0.008276
344,16.0,1000.0,1000.0,0.3,0.1,0.010345
345,16.0,1000.0,1000.0,0.3,0.2,0.01016
346,16.0,1000.0,1000.0,0.3,0.3,0.011563
347,16.0,1000.0,1000.0,0.3,0.4,0.011809
348,16.0,1000.0,1000.0,0.3,0.5,0.012085
349,16.0,1000.0,1000.0,0.3,0.6,0.013864
350,16.0,1000.0,1000.0,0.3,0.7,0.013406
351,16.0,1000.0,1000.0,0.4,0.0,0.007837
352,16.0,1000.0,1000.0,0.4,0.1,0.009881
353,16.0,1000.0,1000.0,0.4,0.2,0.011217
354,16.0,1000.0,1000.0,0.4,0.3,0.011222
355,16.0,1000.0,1000.0,0.4,0.4,0.011962
356,16.0,1000.0,1000.0,0.4,0.5,0.014086
357,16.0,1000.0,1000.0,0.4,0.6,0.013535
358,16.0,1000.0,1000.0,0.5,0.0,0.009136
359,16.0,1000.0,1000.0,0.5,0.1,0.011837
360,16.0,1000.0,1000.0,0.5,0.2,0.012458
361,16.0,1000.0,1000.0,0.5,0.3,0.013056
362,16.0,1000.0,1000.0,0.5,0.4,0.013774
363,16.0,1000.0,1000.0,0.5,0.5,0.014255
364,16.0,1000.0,1000.0,0.6,0.0,0.010302
365,16.0,1000.0,1000.0,0.6,0.1,0.012668
366,16.0,1000.0,1000.0,0.6,0.2,0.013051
367,16.0,1000.0,1000.0,0.6,0.3,0.013169
368,16.0,1000.0,1000.0,0.6,0.4,0.013944
369,16.0,1000.0,1000.0,0.7,0.0,0.011038
370,16.0,1000.0,1000.0,0.7,0.15,0.012357
371,16.0,1000.0,1000.0,0.7,0.3,0.01361
372,16.0,1000.0,1000.0,0.8,0.0,0.008909
373,16.0,1000.0,1000.0,0.8,0.1,0.011937
374,16.0,1000.0,1000.0,0.8,0.2,0.011406
375,16.0,1000.0,1000.0,0.9,0.0,0.006872
376,16.0,1000.0,1000.0,0.9,0.1,0.007387
377,16.0,1000.0,1000.0,1.0,0.0,0.001294
378,32.0,1000.0,1000.0,0.1,0.0,0.008161
379,32.0,1000.0,1000.0,0.1,0.1,0.01037
380,32.0,1000.0,1000.0,0.1,0.2,0.011446
381,32.0,1000.0,1000.0,0.1,0.3,0.011431
382,32.0,1000.0,1000.0,0.1,0.4,0.012099
383,32.0,1000.0,1000.0,0.1,0.5,0.012573
384,32.0,1000.0,1000.0,0.1,0.6,0.012472
385,32.0,1000.0,1000.0,0.1,0.7,0.013733
386,32.0,1000.0,1000.0,0.1,0.8,0.015259
387,32.0,1000.0,1000.0,0.1,0.9,0.014366
388,32.0,1000.0,1000.0,0.2,0.0,0.009359
389,32.0,1000.0,1000.0,0.2,0.1,0.01085
390,32.0,1000.0,1000.0,0.2,0.2,0.012221
391,32.0,1000.0,1000.0,0.2,0.3,0.013131
392,32.0,1000.0,1000.0,0.2,0.4,0.013071
393,32.0,1000.0,1000.0,0.2,0.5,0.014058
394,32.0,1000.0,1000.0,0.2,0.6,0.014946
395,32.0,1000.0,1000.0,0.2,0.7,0.015222
396,32.0,1000.0,1000.0,0.2,0.8,0.015879
397,32.0,1000.0,1000.0,0.3,0.0,0.009278
398,32.0,1000.0,1000.0,0.3,0.1,0.012731
399,32.0,1000.0,1000.0,0.3,0.2,0.012064
400,32.0,1000.0,1000.0,0.3,0.3,0.013704
401,32.0,1000.0,1000.0,0.3,0.4,0.014272
402,32.0,1000.0,1000.0,0.3,0.5,0.014852
403,32.0,1000.0,1000.0,0.3,0.6,0.016413
404,32.0,1000.0,1000.0,0.3,0.7,0.017376
405,32.0,1000.0,1000.0,0.4,0.0,0.010886
406,32.0,1000.0,1000.0,0.4,0.1,0.011968
407,32.0,1000.0,1000.0,0.4,0.2,0.014248
408,32.0,1000.0,1000.0,0.4,0.3,0.014813
409,32.0,1000.0,1000.0,0.4,0.4,0.016415
410,32.0,1000.0,1000.0,0.4,0.5,0.016325
411,32.0,1000.0,1000.0,0.4,0.6,0.017659
412,32.0,1000.0,1000.0,0.5,0.0,0.011686
413,32.0,1000.0,1000.0,0.5,0.1,0.01223
414,32.0,1000.0,1000.0,0.5,0.2,0.014528
415,32.0,1000.0,1000.0,0.5,0.3,0.010919
416,32.0,1000.0,1000.0,0.5,0.4,0.018221
417,32.0,1000.0,1000.0,0.5,0.5,0.017722
418,32.0,1000.0,1000.0,0.6,0.0,0.008907
419,32.0,1000.0,1000.0,0.6,0.1,0.012484
420,32.0,1000.0,1000.0,0.6,0.2,0.013559
421,32.0,1000.0,1000.0,0.6,0.3,0.014149
422,32.0,1000.0,1000.0,0.6,0.4,0.014824
423,32.0,1000.0,1000.0,0.7,0.0,0.009089
424,32.0,1000.0,1000.0,0.7,0.15,0.013355
425,32.0,1000.0,1000.0,0.7,0.3,0.014617
426,32.0,1000.0,1000.0,0.8,0.0,0.009209
427,32.0,1000.0,1000.0,0.8,0.1,0.011382
428,32.0,1000.0,1000.0,0.8,0.2,0.011828
429,32.0,1000.0,1000.0,0.9,0.0,0.006833
430,32.0,1000.0,1000.0,0.9,0.1,0.008265
431,32.0,1000.0,1000.0,1.0,0.0,0.002678
432,1.0,10000.0,10000.0,0.1,0.0,0.253024
433,1.0,10000.0,10000.0,0.1,0.1,0.279883
434,1.0,10000.0,10000.0,0.1,0.2,0.299886
435,1.0,10000.0,10000.0,0.1,0.3,0.313744
436,1.0,10000.0,10000.0,0.1,0.4,0.334993
437,1.0,10000.0,10000.0,0.1,0.5,0.352433
438,1.0,10000.0,10000.0,0.1,0.6,0.371009
439,1.0,10000.0,10000.0,0.1,0.7,0.396907
440,1.0,10000.0,10000.0,0.1,0.8,0.416008
441,1.0,10000.0,10000.0,0.1,0.9,0.456768
442,1.0,10000.0,10000.0,0.2,0.0,0.262972
443,1.0,10000.0,10000.0,0.2,0.1,0.283357
444,1.0,10000.0,10000.0,0.2,0.2,0.315564
445,1.0,10000.0,10000.0,0.2,0.3,0.321974
446,1.0,10000.0,10000.0,0.2,0.4,0.354186
447,1.0,10000.0,10000.0,0.2,0.5,0.37085
448,1.0,10000.0,10000.0,0.2,0.6,0.408317
449,1.0,10000.0,10000.0,0.2,0.7,0.437668
450,1.0,10000.0,10000.0,0.2,0.8,0.429757
451,1.0,10000.0,10000.0,0.3,0.0,0.280868
452,1.0,10000.0,10000.0,0.3,0.1,0.301318
453,1.0,10000.0,10000.0,0.3,0.2,0.322907
454,1.0,10000.0,10000.0,0.3,0.3,0.342426
455,1.0,10000.0,10000.0,0.3,0.4,0.375563
456,1.0,10000.0,10000.0,0.3,0.5,0.373755
457,1.0,10000.0,10000.0,0.3,0.6,0.396087
458,1.0,10000.0,10000.0,0.3,0.7,0.420112
459,1.0,10000.0,10000.0,0.4,0.0,0.305545
460,1.0,10000.0,10000.0,0.4,0.1,0.328731
461,1.0,10000.0,10000.0,0.4,0.2,0.328968
462,1.0,10000.0,10000.0,0.4,0.3,0.383284
463,1.0,10000.0,10000.0,0.4,0.4,0.374131
464,1.0,10000.0,10000.0,0.4,0.5,0.403159
465,1.0,10000.0,10000.0,0.4,0.6,0.416544
466,1.0,10000.0,10000.0,0.5,0.0,0.333903
467,1.0,10000.0,10000.0,0.5,0.1,0.332431
468,1.0,10000.0,10000.0,0.5,0.2,0.348556
469,1.0,10000.0,10000.0,0.5,0.3,0.358742
470,1.0,10000.0,10000.0,0.5,0.4,0.39158
471,1.0,10000.0,10000.0,0.5,0.5,0.402464
472,1.0,10000.0,10000.0,0.6,0.0,0.314446
473,1.0,10000.0,10000.0,0.6,0.1,0.335699
474,1.0,10000.0,10000.0,0.6,0.2,0.386587
475,1.0,10000.0,10000.0,0.6,0.3,0.401158
476,1.0,10000.0,10000.0,0.6,0.4,0.402826
477,1.0,10000.0,10000.0,0.7,0.0,0.335204
